cofID	FEATURE	Cluster_size	Number_all_TTA_genes	Number FS-TTA-genes	TTA_peak num_TTA	TTA_peak ali_coord	threshold	p_value_min
1001344	flavohemoprotein	2	2	0	2	1105	0.003289474	0.1766435
1001342	hypothetical protein	2	2	0	2	163	0.009259259	0.4993907
1001341	hypothetical protein	7	7	0	2	1627;988	0.000733138	0.01217347
1001338	nmra family transcriptional regulator	3	3	0	2	115	0.004208754	0.06282009
1001334	duf1707 domain-containing protein	2	2	0	2	37	0.01059322	0.2013509
1001328	dctp deaminase	2	2	0	2	49	0.006944444	0.07345533
1001324	cytochrome p450	2	2	0	2	988	0.002729258	0.06241485
1001323	serine/threonine-protein phosphatase	4	4	0	2	1156	0.002886836	0.005892925
1001314	acetylhydrolase	3	3	0	2	91	0.002808989	0.03042661
1001309	lipase	3	3	0	2	37	0.003221649	0.01498675
1001308	xre family transcriptional regulator	2	2	0	2	13;40	0.002997602	0.0954787
1001305	is701 family transposase	2	2	0	2	205	0.003125	0.0636725
1001302	kr domain-containing protein	16	16	3	2	12022;1543	0.000203683	0.002813806
1001301	aminoglycoside phosphotransferase family protein	2	2	0	2	496	0.004401408	0.07977197
1001300	restriction endonuclease	2	2	0	2	1057	0.00177305	0.02288221
1001299	mfs transporter	2	2	0	2	49	0.002808989	0.04485835
1001296	serine/threonine-protein phosphatase	4	4	0	2	1075	0.003156566	0.008679993
1001293	polyprenyl synthetase family protein	3	3	0	2	253	0.00304878	0.0174781
1001287	aminoglycoside phosphotransferase	3	3	0	2	379	0.003238342	0.008733006
1001280	duf4231 domain-containing protein	7	7	0	2	514;52	0.00399361	0.03614693
1001277	potassium transporter trka	4	4	0	2	1180	0.001788269	0.006108722
1001274	laci family transcriptional regulator	2	2	0	2	358	0.003125	0.02604517
1001273	is5 family transposase	4	4	0	2	37	0.00390625	0.0663358
1001272	helix-turn-helix transcriptional regulator	2	2	0	2	1162	0.001223092	0.05486912
1001271	duf3455 domain-containing protein	2	2	0	2	67	0.006830601	0.06466502
1001269	hypothetical protein	2	2	0	2	298	0.008389262	0.1116513
1001267	flavohemoprotein	5	5	0	2	1036	0.002693966	0.000964406
1001266	gntr family transcriptional regulator	2	2	0	2	610	0.004125413	0.0381265
1001265	atp-binding protein	2	2	0	2	460	0.007142857	0.09205335
1001263	hypothetical protein	6	6	0	2	463;55;655	0.001801153	0.002573586
1001262	hypothetical protein	2	2	0	2	520	0.005081301	0.1138146
1001259	lysr family transcriptional regulator	2	2	0	2	544	0.004152824	0.09462833
1001256	mmpl family transporter	5	5	0	2	100	0.00163827	0.01461538
1001252	heparinase	2	2	0	2	1003	0.001896813	0.1222059
1001249	hypothetical protein	2	2	0	2	1309	0.001726519	0.07990845
1001248	mfs transporter	2	2	0	2	37	0.002990431	0.08455286
1001245	mfs transporter	2	2	0	2	40	0.003094059	0.1380801
1001236	dna-binding response regulator	2	2	0	2	463	0.00464684	0.0335217
1001231	glycosyltransferase	2	2	0	2	160	0.003109453	0.05858821
1001228	had family hydrolase	2	2	0	2	154	0.005434783	0.0616775
1001227	duf1998 domain-containing protein	2	2	0	2	40	0.0014828	0.02969472
1001224	serine protease	2	2	0	2	709	0.001726519	0.06397644
1001220	lantibiotic dehydratase	10	10	2	2	484	0.001153137	0.01448774
1001219	holo-[acyl-carrier-protein] synthase	2	2	0	2	229	0.008278146	0.1241198
1001218	luxr family transcriptional regulator	2	2	0	2	196	0.006067961	0.1983502
1001216	comf family protein	4	4	0	2	658	0.004464286	0.01493711
1001213	hypothetical protein	2	2	0	2	97	0.005787037	0.08202611
1001212	nerd domain-containing protein	2	2	0	2	433	0.003955696	0.0181988
1001210	atp-binding protein	2	2	0	2	169	0.008928571	0.2001588
1001207	serine/threonine protein kinase	2	2	0	2	799	0.002264493	0.04393571
1001205	hypothetical protein	4	4	0	2	226	0.00262605	0.07194774
1001195	flavohemoprotein	2	2	0	2	331	0.002934272	0.0847196
1001194	xre family transcriptional regulator	2	2	0	2	103	0.003858025	0.1368402
1001193	tetr/acrr family transcriptional regulator	2	2	0	2	97	0.004194631	0.04870789
1001191	xre family transcriptional regulator	2	2	0	2	412	0.002208481	0.0308654
1001190	hypothetical protein	4	4	0	2	79	0.007763975	0.06459954
1001186	glycogen debranching protein	2	2	0	2	1258	0.00188537	0.06943907
1001183	hypothetical protein	2	2	0	2	91	0.009765625	0.3764942
1001180	hypothetical protein	2	2	0	2	457	0.003521127	0.06417274
1001178	alpha/beta hydrolase	2	2	0	2	274	0.002446184	0.01948246
1001175	group ii intron reverse transcriptase/maturase	2	2	0	2	586	0.002104377	0.04370521
1001174	adenylosuccinate lyase	2	2	0	2	49	0.006377551	0.1226284
1001173	had family phosphatase	2	2	0	2	634	0.00529661	0.1455965
1001163	replication initiation protein	2	2	0	2	220	0.002659574	0.02722013
1001161	hypothetical protein	5	5	0	2	205	0.003351206	0.002574471
1001160	hypothetical protein	2	2	0	2	40	0.01033058	0.09023764
1001159	gnat family n-acetyltransferase	2	2	0	2	337	0.007062147	0.164037
1001158	hypothetical protein	2	2	0	2	256	0.0101626	0.1577689
1001157	transcriptional regulator	2	2	0	2	52	0.007309942	0.108665
1001156	hypothetical protein	2	2	0	2	223	0.001801153	0.1084733
1001155	hypothetical protein	2	2	0	2	145	0.009398496	0.2035056
1001154	hypothetical protein	2	2	0	2	409;70	0.002475248	0.07956778
1001153	nickel-type superoxide dismutase maturation protease	2	2	0	2	205;247	0.005	0.1304966
1001149	hypothetical protein	5	5	0	2	331;373	0.009124088	0.003767143
1001148	mfs transporter	2	2	0	2	268	0.002962085	0.07936419
1001147	hypothetical protein	2	2	0	2	115	0.008741259	0.07165589
1001145	duf72 domain-containing protein	2	2	0	2	97	0.003810976	0.1584988
1001141	duf742 domain-containing protein	2	2	0	2	136	0.0101626	0.1195066
1001137	protein kinase	3	3	0	2	865	0.002133106	0.007850679
1001135	dna-binding response regulator	4	4	0	2	238;376;52	0.00534188	0.1394706
1001134	duf742 domain-containing protein	2	2	0	2	136	0.0101626	0.1582689
1001131	sgnh/gdsl hydrolase family protein	3	3	0	2	40	0.00464684	0.01501769
1001128	hypothetical protein	3	3	0	2	409	0.002802691	0.01126176
1001126	iclr family transcriptional regulator	2	2	0	2	1276	0.002653928	0.0544412
1001125	arac family transcriptional regulator	2	2	0	2	580	0.00349162	0.05848508
1001120	pas domain s-box protein	4	4	1	2	1699	0.0011121	0.008572786
1001119	chitin-binding protein	2	2	0	2	583	0.003968254	0.1212577
1001116	trans-aconitate 2-methyltransferase	2	2	0	2	427	0.004340278	0.03875943
1001115	esterase	3	3	0	2	100	0.003581662	0.02737196
1001112	hypothetical protein	2	2	0	2	1183	0.001743375	0.02663654
1001104	sugar transferase	3	3	0	2	124	0.00245098	0.008689244
1001100	lantibiotic modifying enzyme	2	2	0	2	553	0.002906977	0.02056254
1001099	duf742 domain-containing protein	3	3	0	2	34	0.01041667	0.04938502
1001098	hnh endonuclease	3	3	0	2	82	0.005530973	0.112305
1001094	hypothetical protein	2	2	0	2	928	0.003687316	0.02761873
1001093	polyamine aminopropyltransferase	3	3	0	2	244	0.002297794	0.02030051
1001091	lipopolysaccharide biosynthesis protein	2	2	0	2	1474	0.000963763	0.04798799
1001089	llm class flavin-dependent oxidoreductase	2	2	0	2	298	0.002572016	0.04178612
1001088	site-specific integrase	3	3	0	2	397	0.002637131	0.02349467
1001086	methyltransferase domain-containing protein	2	2	0	2	115	0.004960317	0.08038599
1001083	hypothetical protein	2	2	0	2	238	0.001753156	0.03659649
1001082	hypothetical protein	3	3	0	2	244	0.001564456	0.005463224
1001080	cdp-alcohol phosphatidyltransferase	2	2	0	2	103	0.004844961	0.06956833
1001079	lysr family transcriptional regulator	2	2	0	2	394	0.003387534	0.03560099
1001076	rna polymerase sigma factor	2	2	0	2	196	0.005980861	0.120698
1001074	hypothetical protein	2	2	0	2	1801	0.001412429	0.08738312
1001072	duf998 domain-containing protein	2	2	0	2	169	0.005144033	0.1077272
1001070	peptidoglycan-binding protein	5	5	1	2	151	0.003602305	0.06716667
1001058	aminoglycoside phosphotransferase	7	7	0	2	529;736	0.0029274	0.005164366
1001056	hypothetical protein	2	2	0	2	361	0.001149954	0.07323943
1001055	cytochrome p450	2	2	0	2	46	0.003109453	0.04415985
1001053	coa transferase	2	2	0	2	46	0.00254065	0.05932921
1001048	abc transporter atp-binding protein	3	3	0	2	340	0.001874063	0.007646828
1001047	hypothetical protein	2	2	0	2	286	0.004901961	0.08418436
1001044	phosphodiester glycosidase family protein	2	2	0	2	49	0.003033981	0.0164657
1001043	alpha/beta hydrolase	4	4	0	2	112	0.002220249	0.04822107
1001041	hypothetical protein	2	2	0	2	49	0.01470588	0.2195985
1001037	hypothetical protein	2	2	0	2	85	0.001623377	0.05692527
1001036	hnh endonuclease	2	2	0	2	460	0.002272727	0.01130118
1001035	hypothetical protein	2	2	0	2	43	0.001604621	0.08642604
1001034	atp-binding protein	7	7	0	2	244	0.006793478	0.02043475
1001028	hypothetical protein	2	2	0	2	103;85	0.004071661	0.1147789
1001025	fxsb family radical sam/spasm domain protein	8	8	1	2	358	0.001406074	0.005203733
1001023	duf742 domain-containing protein	2	2	0	2	271	0.00984252	0.05760003
1001021	hypothetical protein	2	2	0	2	715	0.004882812	0.06648562
1001020	thif family adenylyltransferase	3	3	0	2	226	0.003255208	0.01062796
1001019	duf2029 domain-containing protein	2	2	0	2	82	0.002465483	0.06683623
1001016	aminoglycoside phosphotransferase family protein	2	2	0	2	493	0.004416961	0.1454083
1001014	hypothetical protein	4	4	0	2	241	0.002796421	0.05283353
1001012	mfs transporter	3	3	0	2	40	0.00246063	0.04033654
1001007	multidrug abc transporter atp-binding protein	4	4	0	2	232	0.00284738	0.06832664
1001005	tetratricopeptide repeat protein	2	2	0	2	484	0.003172589	0.03033224
1001003	peroxidase	2	2	0	2	265	0.003221649	0.09836068
1001002	atp-dependent helicase	2	2	0	2	352	0.002385496	0.04071562
1000997	rna polymerase sigma factor	2	2	0	2	409	0.006377551	0.03362012
1000996	atp/gtp-binding protein	3	3	0	2	241;400	0.001677852	0.01713944
1000995	mfs transporter	2	2	0	2	97	0.002659574	0.02356011
1000994	type i-e crispr-associated protein cse1/casa	6	6	0	2	658	0.000717978	0.01896474
1000991	dna-protecting protein dpra	4	4	0	2	574	0.002572016	0.03749124
1000990	hypothetical protein	2	2	0	2	214	0.000970497	0.04020515
1000986	hypothetical protein	3	3	0	2	103	0.000771129	0.04336465
1000984	trypsin	2	2	0	2	37	0.005122951	0.08576728
1000983	hypothetical protein	2	2	0	2	406	0.002417795	0.06845638
1000982	alpha/beta hydrolase	2	2	0	2	136	0.004208754	0.05407245
1000973	helix-turn-helix transcriptional regulator	3	3	0	2	355	0.001334045	0.0170666
1000971	atp-grasp domain-containing protein	2	2	0	2	1096	0.003026634	0.05530315
1000969	hypothetical protein	2	2	0	2	37	0.002417795	0.05951798
1000967	transcriptional regulator	2	2	0	2	484	0.002808989	0.06445418
1000962	dna cytosine methyltransferase	2	2	0	2	49	0.005144033	0.1008898
1000960	endoglucanase	2	2	0	2	76	0.00257732	0.1312448
1000958	beta-mannosidase	4	4	0	2	61	0.002200704	0.0103547
1000956	hypothetical protein	4	4	0	2	286	0.003132832	0.01098267
1000948	hypothetical protein	2	2	0	2	37	0.005787037	0.03008455
1000947	acyl-coa thioesterase	2	2	0	2	130	0.008561644	0.09504003
1000945	duf2236 domain-containing protein	3	3	0	2	667	0.004111842	0.01807165
1000944	hypothetical protein	3	3	0	2	403	0.006281407	0.002498059
1000942	prpf, acnd-accessory	2	2	0	2	514	0.003351206	0.04344538
1000939	duf1963 domain-containing protein	2	2	0	2	73	0.004901961	0.1500732
1000938	transcriptional regulator	2	2	0	2	439	0.003742515	0.1417502
1000936	mfs transporter	2	2	0	2	49	0.00249501	0.06782959
1000933	abc transporter atp-binding protein	2	2	0	2	55	0.002166378	0.04277729
1000931	atpase aaa	3	3	0	2	592	0.004734848	0.000236143
1000927	pectate lyase	4	4	0	2	82	0.004512635	0.01100663
1000926	atp-binding protein	2	2	0	2	160	0.000930752	0.03720769
1000923	abc transporter atp-binding protein	3	3	0	2	520	0.002256318	0.03691361
1000922	esterase	2	2	0	2	619	0.002012882	0.03740731
1000920	xanthine dehydrogenase subunit d	2	2	0	2	1267	0.001518834	0.07058367
1000914	xre family transcriptional regulator	2	2	0	2	166	0.003472222	0.4993907
1000909	selenium-binding protein	2	2	0	2	373	0.00250501	0.04691943
1000908	hypothetical protein	2	2	0	2	55	0.007440476	0.1197104
1000907	diaminopimelate decarboxylase	3	3	0	2	265	0.002133106	0.0212793
1000906	pyridine nucleotide-disulfide oxidoreductase	4	4	0	2	55	0.002236136	0.01116122
1000904	hypothetical protein	2	2	0	2	127	0.006377551	0.4994204
1000902	hypothetical protein	2	2	0	2	211	0.003581662	0.1010525
1000900	abc transporter atp-binding protein	5	5	0	2	235	0.005102041	0.02366444
1000894	lysm peptidoglycan-binding domain-containing protein	2	2	0	2	58	0.00492126	0.08559261
1000893	transcriptional regulator	2	2	0	2	97	0.003731343	0.110867
1000892	adenylate cyclase	2	2	0	2	418	0.001931994	0.0587441
1000891	xre family transcriptional regulator	2	2	0	2	61	0.004480287	0.04553654
1000890	hypothetical protein	2	2	0	2	199	0.005411255	0.194472
1000885	m56 family peptidase	2	2	0	2	37	0.004045307	0.02243727
1000884	dna-binding response regulator	2	2	0	2	448	0.006157635	0.1015287
1000882	luxr family transcriptional regulator	6	6	0	2	265	0.001134301	0.000112365
1000879	duf742 domain-containing protein	3	3	0	2	223	0.0101626	0.000787769
1000876	glycosyltransferase	2	2	0	2	70	0.00308642	0.08893176
1000874	silent information regulator protein sir2	2	2	0	2	88	0.002272727	0.0549141
1000873	atp-binding protein	4	4	0	2	1096	0.001596424	0.02073464
1000867	atp-dependent dna helicase uvrd2	2	2	0	2	97	0.001568381	0.03868398
1000866	hypothetical protein	3	3	0	2	601	0.002016129	0.006828838
1000863	iuca/iucc family siderophore biosynthesis protein	5	5	0	2	1006	0.001760563	0.002235015
1000858	abc transporter atp-binding protein	4	4	0	2	340	0.001874063	0.04384371
1000855	m56 family peptidase	3	3	0	2	37	0.003541076	0.01840686
1000851	diiron oxygenase	2	2	0	2	70	0.003687316	0.02859161
1000847	hypothetical protein	2	2	0	2	796	0.004180602	0.05768371
1000842	hypothetical protein	2	2	0	2	166	0.001061121	0.0412846
1000838	is4 family transposase	2	2	0	2	1039;283	0.002777778	0.4993764
1000837	comea family dna-binding protein	3	3	0	2	724	0.003298153	0.02232444
1000833	regulator	3	3	0	2	1570	0.002097315	0.03894852
1000830	dna-binding protein	2	2	0	2	121	0.007309942	0.1006535
1000827	esterase	4	4	0	2	190	0.002530364	0.004927223
1000826	hypothetical protein	2	2	0	2	121	0.00349162	0.05852544
1000824	purine phosphorylase	2	2	0	2	256	0.003229974	0.03026895
1000821	dna-binding response regulator	3	3	0	2	271	0.004844961	0.1415606
1000820	hypothetical protein	3	3	0	2	1588	0.002170139	0.02894246
1000817	xre family transcriptional regulator	2	2	0	2	217	0.003378378	0.02950241
1000814	hypothetical protein	3	3	0	2	49	0.001142596	0.02065194
1000813	transcriptional regulator	2	2	0	2	118	0.002615063	0.06080645
1000811	aldehyde dehydrogenase	6	6	0	2	292;436	0.00232342	0.01278503
1000809	hypothetical protein	2	2	0	2	64	0.001352814	0.01088113
1000804	xre family transcriptional regulator	3	3	0	2	508	0.004512635	0.1270696
1000803	maturase	3	3	0	2	214	0.002097315	0.01052748
1000799	hypothetical protein	2	2	0	2	343	0.007102273	0.09519961
1000798	helix-turn-helix transcriptional regulator	2	2	0	2	262	0.001233959	0.04109153
1000796	duf87 domain-containing protein	2	2	0	2	1663	0.001204239	0.1946042
1000794	diguanylate cyclase	2	2	0	2	154	0.002873563	0.06527795
1000791	fadr family transcriptional regulator	3	3	0	2	715	0.004084967	0.04290218
1000789	hypothetical protein	2	2	0	2	46	0.001604621	0.07618946
1000788	crp/fnr family transcriptional regulator	2	2	0	2	625	0.00498008	0.05047582
1000787	chitinase	4	4	0	2	43;73	0.003943218	0.04065909
1000786	tetratricopeptide repeat protein	3	3	0	2	2293	0.001461988	0.006571783
1000784	dna-binding response regulator	2	2	0	2	529	0.005707763	0.06089151
1000778	laci family transcriptional regulator	2	2	0	2	202	0.003720238	0.07653119
1000776	aminotransferase	2	2	0	2	103	0.001937984	0.04294859
1000772	glycosyl transferase	2	2	0	2	589	0.003415301	0.05548345
1000764	hypothetical protein	2	2	0	2	106	0.003263708	0.03485547
1000760	amidase	3	3	0	2	175	0.002336449	0.01258863
1000755	xre family transcriptional regulator	2	2	0	2	748	0.003511236	0.0210567
1000751	hypothetical protein	2	2	0	2	118;547	0.001682369	0.03744502
1000750	sigma-70 family rna polymerase sigma factor	2	2	0	2	64	0.006410256	0.05972573
1000747	hypothetical protein	2	2	0	2	610	0.004251701	0.2555696
1000742	maturase	3	3	0	2	346	0.002083333	0.004360666
1000736	heat repeat domain-containing protein	3	3	0	2	427	0.001849112	0.002199004
1000734	response regulator	3	3	0	2	415	0.006067961	0.04334705
1000730	is5/is1182 family transposase	2	2	0	2	667	0.005	0.03709913
1000729	hydrolase	2	2	0	2	1426	0.002306273	0.04226053
1000724	is1380 family transposase	2	2	0	2	124	0.002729258	0.4993907
1000722	dna-binding response regulator	2	2	0	2	589	0.005681818	0.09163897
1000719	hypothetical protein	4	4	0	2	244	0.003918495	0.007583206
1000718	dna-protecting protein dpra	2	2	0	2	214	0.00284738	0.07373873
1000717	hypothetical protein	2	2	0	2	94	0.00250501	0.06484695
1000715	hypothetical protein	2	2	0	2	343	0.002079867	0.06435301
1000714	hypothetical protein	2	2	0	2	214	0.004432624	0.02599543
1000704	xre family transcriptional regulator	3	3	0	2	253	0.002873563	0.007559564
1000700	hypothetical protein	3	3	0	2	607	0.001017087	0.003179861
1000682	class i sam-dependent methyltransferase	2	2	0	2	280	0.004416961	0.1235964
1000680	recombinase family protein	2	2	0	2	1384	0.001811594	0.4993624
1000677	is110 family transposase	3	3	0	2	76	0.003012048	0.01279424
1000674	thiamine biosynthesis protein thif	2	2	0	2	1279	0.002815315	0.03433656
1000670	polyprenyl synthetase family protein	4	4	0	2	130	0.003360215	0.01925679
1000669	sugar abc transporter permease	2	2	0	2	352	0.00399361	0.09076905
1000660	selenide, water dikinase seld	2	2	0	2	79	0.003654971	0.04195511
1000659	transcriptional regulator	7	7	0	2	715	0.001731302	0.01891118
1000657	hypothetical protein	2	2	0	2	64	0.003415301	0.1219228
1000656	luxr family transcriptional regulator	2	2	0	2	439	0.002997602	0.08524919
1000654	hypothetical protein	2	2	0	2	565	0.002079867	0.03793543
1000653	hypothetical protein	2	2	0	2	520	0.001361656	0.1067221
1000648	l-seryl-trna(sec) selenium transferase	2	2	0	2	133	0.002354049	0.01019423
1000647	laci family transcriptional regulator	2	2	0	2	64	0.003676471	0.03900488
1000644	purine phosphorylase	2	2	0	2	1099	0.003188776	0.06426361
1000642	secretion protein	2	2	0	2	439	0.003246753	0.09099706
1000640	hypothetical protein	2	2	0	2	76	0.00267666	0.04177539
1000638	xre family transcriptional regulator	2	2	0	2	163	0.00376506	0.04459451
1000620	hypothetical protein	2	2	0	2	301	0.009689922	0.07735343
1000619	cation/h(+) antiporter	6	6	0	2	136	0.002659574	0.01697377
1000618	exo-alpha-sialidase	3	3	0	2	370	0.001876877	0.007762371
1000612	abc transporter atp-binding protein	3	3	0	2	103	0.001822157	0.005651366
1000611	mfs transporter	2	2	0	2	460	0.002948113	0.06336802
1000605	oxidoreductase	2	2	0	2	499	0.002427184	0.03518046
1000600	alpha/beta hydrolase	2	2	0	2	358	0.004295533	0.144218
1000598	laci family transcriptional regulator	3	3	0	2	259	0.003263708	0.01620442
1000595	hypothetical protein	4	4	0	2	1342	0.002380952	0.03540881
1000593	sugar abc transporter substrate-binding protein	2	2	0	2	67	0.003676471	0.1153331
1000592	monooxygenase	2	2	0	2	346	0.002682403	0.05681934
1000590	xre family transcriptional regulator	2	2	0	2	559	0.004464286	0.03561504
1000589	duf742 domain-containing protein	2	2	0	2	46	0.009920635	0.1165167
1000583	udp-n-acetylglucosamine 1-carboxyvinyltransferase	2	2	0	2	637	0.002840909	0.0743732
1000582	hypothetical protein	2	2	0	2	133	0.01262626	0.3632541
1000569	rna polymerase sigma factor	3	3	0	2	130	0.005230126	0.04500855
1000568	2-aminobenzoate-coa ligase	7	7	0	2	352;358	0.002090301	0.000978804
1000567	sugar abc transporter permease	3	3	0	2	112	0.003955696	0.003201685
1000564	serine hydrolase	4	4	0	2	421	0.002035831	0.003083008
1000563	xre family transcriptional regulator	5	5	0	2	64	0.004370629	0.007141757
1000562	abc transporter atp-binding protein	2	2	0	2	142	0.001801153	0.04444609
1000559	tetr/acrr family transcriptional regulator	2	2	0	2	391	0.006345178	0.03304723
1000553	kr domain-containing protein	4	4	0	2	73	0.000531011	0.003105748
1000541	atp-binding protein	2	2	0	2	430	0.004844961	0.1064576
1000537	glycosyl transferase	2	2	0	2	763	0.003810976	0.1604056
1000534	hypothetical protein	2	2	0	2	52	0.0105042	0.1677051
1000533	hypothetical protein	2	2	0	2	499	0.002693966	0.02776817
1000529	excinuclease abc subunit uvra	2	2	0	2	139	0.001506024	0.02083657
1000528	hypothetical protein	2	2	0	2	235	0.001270325	0.119631
1000518	is110 family transposase	4	4	0	2	79	0.003012048	0.01184536
1000516	atp-binding protein	2	2	0	2	49	0.008064516	0.07913759
1000512	hypothetical protein	2	2	0	2	43	0.01358696	0.1168591
1000511	hypothetical protein	2	2	0	2	97	0.005760369	0.2354541
1000510	hypothetical protein	2	2	0	2	76	0.01213592	0.1205134
1000509	hypothetical protein	2	2	0	2	49	0.003443526	0.06286206
1000508	acyl-coa desaturase	2	2	0	2	118	0.003612717	0.09854363
1000507	hypothetical protein	2	2	0	2	172	0.006906077	0.1084192
1000503	hypothetical protein	2	2	0	2	1228	0.002777778	0.05241442
1000502	hypothetical protein	2	2	0	2	61	0.002066116	0.1203697
1000500	isl3 family transposase	2	2	0	2	46	0.002276867	0.03781657
1000499	dna-binding response regulator	3	3	0	2	562	0.005580357	0.09651333
1000493	hydrolase	2	2	0	2	634	0.00529661	0.1280798
1000492	hypothetical protein	5	5	0	2	964	0.001168224	0.0122576
1000488	llm class flavin-dependent oxidoreductase	3	3	0	2	115	0.003306878	0.01735568
1000484	dna-protecting protein dpra	3	3	0	2	388	0.00297619	0.04045907
1000483	nacht domain-containing protein	3	3	0	2	2032	0.001139471	0.001547492
1000482	hypothetical protein	2	2	0	2	235	0.006009615	0.1014098
1000481	hypothetical protein	2	2	0	2	397	0.003324468	0.01789922
1000479	gnat family n-acetyltransferase	4	4	0	2	349	0.00328084	0.00346643
1000478	radical sam protein	4	4	0	2	148;52	0.003698225	0.06494242
1000477	transcriptional regulator	2	2	0	2	376	0.004512635	0.028271
1000474	hypothetical protein	2	2	0	2	121	0.008116883	0.09181564
1000471	zinc carboxypeptidase	3	3	0	2	70	0.001246261	0.003832263
1000468	hypothetical protein	3	3	0	2	118	0.001668892	0.02366585
1000464	mfs transporter	2	2	0	2	148	0.002525253	0.05366874
1000463	endoglucanase	2	2	0	2	82	0.001556663	0.1107079
1000458	hypothetical protein	3	3	0	2	223	0.003799392	0.04545776
1000456	hypothetical protein	4	4	0	2	70	0.002834467	0.01179718
1000451	enoyl-coa hydratase family protein	2	2	0	2	544	0.00492126	0.113929
1000450	sugar transferase	3	3	0	2	1306	0.00246063	0.01545989
1000447	carbohydrate abc transporter permease	2	2	0	2	121	0.004545455	0.02694667
1000441	moxr family atpase	5	5	1	2	1501	0.000813802	0.003820387
1000430	nad(p)/fad-dependent oxidoreductase	2	2	0	2	61	0.003063725	0.09514208
1000427	duf2075 domain-containing protein	7	7	0	2	775	0.001677852	0.02441121
1000425	calcium-binding protein	2	2	0	2	46	0.004882812	0.1771845
1000421	hypothetical protein	2	2	0	2	73	0.001728907	0.03362396
1000420	hypothetical protein	2	2	0	2	82	0.01068376	0.2354209
1000416	hypothetical protein	2	2	0	2	406	0.003148615	0.3742705
1000407	is110 family transposase	5	5	0	2	469;709	0.002866972	0.01139944
1000404	integrase	5	5	0	2	763	0.002659574	0.01365598
1000398	duf742 domain-containing protein	2	2	0	2	37	0.01033058	0.04633927
1000394	transcriptional regulator	2	2	0	2	826	0.004295533	0.04348827
1000392	translation initiation factor if-2	2	2	0	2	43	0.004960317	0.05885552
1000391	regulatory protein	2	2	0	2	430	0.004416961	0.1426717
1000389	duf2690 domain-containing protein	2	2	0	2	1093	0.002893519	0.05286144
1000388	transcriptional regulator	2	2	0	2	397	0.004222973	0.06315751
1000384	esterase	2	2	0	2	91	0.003787879	0.1365265
1000380	aminoglycoside phosphotransferase family protein	2	2	0	2	718	0.003424658	0.1427883
1000378	alpha-mannosidase	2	2	0	2	583	0.001179245	0.04220206
1000377	fad-dependent oxidoreductase	3	3	0	2	223	0.002059308	0.01058333
1000376	alpha/beta hydrolase	3	3	0	2	100	0.004863813	0.01285385
1000375	hypothetical protein	5	5	0	2	577	0.00432526	0.0054481
1000373	hypothetical protein	2	2	0	2	55	0.002802691	0.04138025
1000372	hypothetical protein	3	3	0	2	169	0.004612546	0.000817466
1000370	mfs transporter	3	3	0	2	136	0.002790179	0.0150828
1000369	hypothetical protein	3	3	0	2	244	0.007668712	0.03308329
1000365	squalene--hopene cyclase	2	2	0	2	49	0.001931994	0.02492482
1000363	atp-binding protein	2	2	0	2	70	0.008503401	0.09502952
1000362	atp-binding protein	2	2	0	2	304	0.00753012	0.02323238
1000351	hypothetical protein	3	3	0	2	496	0.001950078	0.006047428
1000343	laci family transcriptional regulator	2	2	0	2	355	0.003551136	0.1333035
1000339	hypothetical protein	2	2	0	2	286;70	0.01262626	0.1828848
1000335	pas domain s-box protein	3	3	0	2	823	0.002302026	0.01104963
1000334	hypothetical protein	2	2	0	2	1732	0.001422071	0.03017238
1000333	atp/gtp-binding protein	2	2	0	2	595	0.000965251	0.0458828
1000332	nucleotide sugar dehydrogenase	2	2	0	2	385	0.002990431	0.03848352
1000330	long-chain fatty acid--coa ligase	2	2	0	2	112	0.002682403	0.03263694
1000329	peptide synthetase	3	3	0	2	565	0.000877193	0.01372876
1000324	atp-binding protein	2	2	0	2	64	0.007861635	0.05848751
1000323	cellulose-binding protein	2	2	0	2	358	0.001827485	0.05900602
1000319	tigr03084 family protein	2	2	0	2	205	0.004807692	0.1672124
1000317	abc transporter	3	3	0	2	133	0.001899696	0.006073518
1000315	duf3152 domain-containing protein	2	2	0	2	178	0.004385965	0.08279662
1000311	esterase	5	5	0	2	91	0.002256318	0.004793594
1000305	potassium transporter trka	2	2	0	2	1132	0.001874063	0.07496285
1000302	hypothetical protein	2	2	0	2	49	0.003351206	0.08188809
1000301	aminoglycoside phosphotransferase family protein	2	2	0	2	193	0.003698225	0.1530526
1000293	duf1565 domain-containing protein	4	4	0	2	82	0.003063725	0.001170481
1000289	class a broad-spectrum beta-lactamase tem-116	2	2	0	2	265	0.004125413	0.1343412
1000286	is630 family transposase	2	2	0	2	100;31	0.003462604	0.3894266
1000284	sensor histidine kinase	2	2	0	2	46	0.002997602	0.04786257
1000280	pucr family transcriptional regulator	10	10	0	2	607	0.002582645	0.002145559
1000276	tir domain-containing protein	2	2	0	2	148	0.005733945	0.159373
1000275	tir domain-containing protein	4	4	0	2	388	0.002723312	0.04717823
1000270	transposase	2	2	0	2	1534	0.001691475	0.06070137
1000267	alpha-mannosidase	2	2	0	2	85	0.000988142	0.02364447
1000266	sugar abc transporter atp-binding protein	2	2	0	2	412	0.002427184	0.1034957
1000262	atp-binding protein	2	2	0	2	289	0.005434783	0.07749638
1000260	nadh dehydrogenase	2	2	0	2	466	0.005656109	0.07351018
